TYPE,BANK,DEBITS_TRANSACTIONS,DEBIT_AMOUNT,CREDIT_TRANSACTIONS,CREDIT_AMOUNT,DATE
COOPERATIVE,NKGSB BANK,25572,2328.21,56393,3012.20,Apr-17
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,5132,446.47,15411,793.86,May-16
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,5144,484.57,13249,736.35,Jun-16
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,5188,421.87,15680,855.54,Jul-16
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,5583,406.47,16861,959.12,Aug-16
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,5973,455.29,18060,1159.85,Sep-16
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,7283,534.55,22005,1122.78,Oct-16
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,5525,413.20,17754,801.82,Nov-16
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,8268,708.86,19115,1015.95,Dec-16
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,8883,487.81,19259,997.60,Jan-17
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,8292,579.26,20505,1255.33,Feb-17
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,10976,863.02,27807,1566.78,Mar-17
COOPERATIVE,NUTAN NAGARIK SAHAKARI BANK LTD,8176,546.08,18487,1134.55,Apr-17
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,675338,65097.40,1527518,101671.60,May-16
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,665545,80886.61,1470089,94057.76,Jun-16
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,654737,63978.42,1458841,98925.88,Jul-16
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,666045,70431.18,1507905,97369.19,Aug-16
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,657924,89294.08,1502577,107020.63,Sep-16
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,725713,75689.43,1724854,125612.47,Oct-16
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,687645,66531.35,1608496,93952.56,Nov-16
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,1152700,98742.34,2174865,125186.14,Dec-16
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,1182127,121661.78,2068373,129995.56,Jan-17
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,1031172,128437.04,1879389,112738.78,Feb-17
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,1173221,131577.00,2316134,189788.00,Mar-17
PUBLIC_SECTOR,ORIENTAL BANK OF COMMERCE,956581,93303.67,1740151,138396.81,Apr-17
RURAL,Pragathi Krishna Gramin Bank,111178,9564.90,223383,3052.25,May-16
RURAL,Pragathi Krishna Gramin Bank,266627,8324.40,194888,3072.70,Jun-16
RURAL,Pragathi Krishna Gramin Bank,147406,6836.89,143428,1881.56,Jul-16
RURAL,Pragathi Krishna Gramin Bank,140272,5527.19,181468,3526.80,Aug-16
RURAL,Pragathi Krishna Gramin Bank,109350,3892.48,222974,3353.46,Sep-16
RURAL,Pragathi Krishna Gramin Bank,50777,4111.38,208389,2412.57,Oct-16
RURAL,Pragathi Krishna Gramin Bank,67248,15452.12,308772,8573.64,Nov-16
RURAL,Pragathi Krishna Gramin Bank,129308,17011.38,163377,6725.44,Dec-16
RURAL,Pragathi Krishna Gramin Bank,113302,13128.45,307039,9420.81,Jan-17
RURAL,Pragathi Krishna Gramin Bank,89352,10331.44,181172,8219.05,Feb-17
RURAL,Pragathi Krishna Gramin Bank,80946,9436.75,213031,8745.93,Mar-17
RURAL,Pragathi Krishna Gramin Bank,57813,10002.41,174435,7275.97,Apr-17
RURAL,PRATHAMA BANK,13958,1556.18,67510,2127.91,May-16
RURAL,PRATHAMA BANK,13219,1284.45,65454,2174.11,Jun-16
RURAL,PRATHAMA BANK,13981,1516.94,83427,1584.55,Jul-16
RURAL,PRATHAMA BANK,14385,2105.09,76627,1589.46,Aug-16
RURAL,PRATHAMA BANK,14644,3610.40,77335,2193.62,Sep-16
RURAL,PRATHAMA BANK,14601,5188.63,94864,4178.16,Oct-16
RURAL,PRATHAMA BANK,40849,4207.06,42477,12271.10,Nov-16
RURAL,PRATHAMA BANK,114177,13760.59,118538,2543.00,Dec-16
RURAL,PRATHAMA BANK,111636,4886.88,131703,3406.68,Jan-17
RURAL,PRATHAMA BANK,80179,4795.76,115760,4310.91,Feb-17
RURAL,PRATHAMA BANK,59351,5790.91,132314,4372.22,Mar-17
RURAL,PRATHAMA BANK,48585,3809.00,86315,2950.98,Apr-17
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,4632,323.40,4629,235.24,May-16
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,6088,408.44,4934,249.61,Jun-16
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,5128,342.06,5126,244.11,Jul-16
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,5216,401.26,5938,288.76,Aug-16
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,6507,401.15,6303,295.53,Sep-16
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,6859,597.06,7255,389.75,Oct-16
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,5801,485.66,5366,233.75,Nov-16
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,9761,655.98,8644,384.10,Dec-16
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,8773,609.36,10135,495.02,Jan-17
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,7382,545.37,9702,453.56,Feb-17
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,12271,890.25,13427,645.54,Mar-17
COOPERATIVE,PRIME CO-OP BANK LTD. SURAT,8839,624.93,9770,479.84,Apr-17
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,25955,2080.39,78977,4133.79,May-16
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,25288,3582.35,83284,4507.33,Jun-16
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,26104,3336.07,86985,3958.11,Jul-16
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,27688,2315.62,92166,4786.61,Aug-16
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,27723,2881.80,90108,5004.02,Sep-16
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,31158,3694.39,107340,4674.52,Oct-16
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,45065,2263.53,111996,3903.65,Nov-16
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,58832,2968.59,154793,4305.44,Dec-16
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,51336,2330.81,149874,4331.36,Jan-17
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,42072,2132.39,137633,3812.67,Feb-17
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,48071,3736.94,159203,6423.66,Mar-17
COOPERATIVE,PUNJAB AND MAHARASHTRA CO BANK,41109,2225.87,138381,5133.27,Apr-17
PUBLIC_SECTOR,PUNJAB AND SIND BANK,114918,11748.04,356875,14896.38,May-16
PUBLIC_SECTOR,PUNJAB AND SIND BANK,120536,12691.91,332815,18841.48,Jun-16
PUBLIC_SECTOR,PUNJAB AND SIND BANK,113718,9118.88,345988,18056.98,Jul-16
PUBLIC_SECTOR,PUNJAB AND SIND BANK,114983,11344.59,365340,17921.54,Aug-16
PUBLIC_SECTOR,PUNJAB AND SIND BANK,116532,9189.12,320061,16098.31,Sep-16
PUBLIC_SECTOR,PUNJAB AND SIND BANK,124864,10633.10,380867,21706.36,Oct-16
PUBLIC_SECTOR,PUNJAB AND SIND BANK,145202,12561.48,392064,20263.00,Nov-16
PUBLIC_SECTOR,PUNJAB AND SIND BANK,262830,18655.02,551137,30789.56,Dec-16
PUBLIC_SECTOR,PUNJAB AND SIND BANK,278417,17682.06,511576,28596.70,Jan-17
PUBLIC_SECTOR,PUNJAB AND SIND BANK,212133,15867.45,465099,25756.7,Feb-17
PUBLIC_SECTOR,PUNJAB AND SIND BANK,237067,20838.61,524053,43528.75,Mar-17
PUBLIC_SECTOR,PUNJAB AND SIND BANK,176986,14852.73,409872,30469.06,Apr-17
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,2489477,169387.60,6306692,295445.15,May-16
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,2381991,182785.16,6189361,316730.20,Jun-16
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,2457347,174485.72,5949817,296419.57,Jul-16
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,2576540,186182.81,6441539,298245.05,Aug-16
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,2269345,187220.49,6344885,343947.90,Sep-16
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,2834692,203628.75,8008132,330659.12,Oct-16
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,2382046,177597.02,6793499,301662.50,Nov-16
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,3919809,265330.39,8863420,455454.76,Dec-16
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,4199554,268191.90,8691337,432234.74,Jan-17
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,3517345,268722.26,7861460,395669.43,Feb-17
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,4330267,319495.00,10310172,612324.00,Mar-17
PUBLIC_SECTOR,PUNJAB NATIONAL BANK,3522171,262117.90,7954606,416559.09,Apr-17
FOREIGN,RABOBANK INTERNATIONAL,1083,1323.07,302,1497.39,May-16
FOREIGN,RABOBANK INTERNATIONAL,1015,1883.91,353,2582.22,Jun-16
FOREIGN,RABOBANK INTERNATIONAL,1167,1085.94,342,1640.35,Jul-16
FOREIGN,RABOBANK INTERNATIONAL,1289,1239.97,358,1302.68,Aug-16
FOREIGN,RABOBANK INTERNATIONAL,1337,994.10,376,1685.46,Sep-16
FOREIGN,RABOBANK INTERNATIONAL,2070,1570.22,336,2730.62,Oct-16
FOREIGN,RABOBANK INTERNATIONAL,1177,817.38,369,1862.98,Nov-16
FOREIGN,RABOBANK INTERNATIONAL,1670,697.52,414,3100.35,Dec-16
FOREIGN,RABOBANK INTERNATIONAL,1472,1333.47,420,2781.05,Jan-17
FOREIGN,RABOBANK INTERNATIONAL,1293,1952.39,446,2277.5,Feb-17
FOREIGN,RABOBANK INTERNATIONAL,1646,1287.47,513,3710.01,Mar-17
FOREIGN,RABOBANK INTERNATIONAL,1323,1300.88,426,2730.38,Apr-17
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,3230,204.92,3443,148.53,May-16
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,3367,212.52,3563,157.24,Jun-16
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,3347,186.03,3794,178.76,Jul-16
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,3407,194.41,4152,166.18,Aug-16
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,3374,222.50,4090,213.06,Sep-16
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,3780,268.28,5214,272.81,Oct-16
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,5318,293.74,6043,450.87,Nov-16
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,8627,431.41,12400,567.41,Dec-16
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,8462,442.55,12380,466.18,Jan-17
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,6912,377.26,10099,506.93,Feb-17
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,7587,447.01,12070,631.64,Mar-17
COOPERATIVE,RAJGURUNAGAR SAHAKARI BANK LTD,6041,356.28,10144,352.19,Apr-17
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,4691,327.10,8948,531.23,May-16
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,5149,336.53,8632,416.81,Jun-16
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,4877,317.39,9889,828.09,Jul-16
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,4766,328.57,11441,580.64,Aug-16
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,5068,566.09,11543,529.48,Sep-16
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,5555,397.65,13944,572.38,Oct-16
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,5317,447.41,12302,472.41,Nov-16
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,8376,538.89,13315,950.56,Dec-16
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,8672,527.44,16274,719.87,Jan-17
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,7794,531.79,16012,667.14,Feb-17
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,9634,782.96,21723,996.57,Mar-17
COOPERATIVE,RAJKOT NAGARIK SAHAKARI BANK LTD,7456,586.00,14476,685.25,Apr-17
PUBLIC_SECTOR,"RBI,PAD",4227142,304097.92,18822,31766.24,May-16
PUBLIC_SECTOR,"RBI,PAD",5432271,686401.46,14073,41958.87,Jun-16
PUBLIC_SECTOR,"RBI,PAD",4485396,346823.27,16428,36580.45,Jul-16
PUBLIC_SECTOR,"RBI,PAD",5898700,479994.34,28921,75328.00,Aug-16
PUBLIC_SECTOR,"RBI,PAD",7675813,853973.29,28619,78127.12,Sep-16
PUBLIC_SECTOR,"RBI,PAD",6732923,575360.44,28502,89454.88,Oct-16
PUBLIC_SECTOR,"RBI,PAD",5317755,376641.17,22556,123193.22,Nov-16
PUBLIC_SECTOR,"RBI,PAD",6110346,641772.23,26946,75208.20,Dec-16
PUBLIC_SECTOR,"RBI,PAD",6214299,639567.77,49378,51125.76,Jan-17
PUBLIC_SECTOR,"RBI,PAD",6746576,688371.95,71259,39307.3,Feb-17
PUBLIC_SECTOR,"RBI,PAD",10013479,1332410.00,125621,118250.00,Mar-17
PUBLIC_SECTOR,"RBI,PAD",5704337,1155729.41,34705,43179.86,Apr-17
PRIVATE_SECTOR,RBL BANK LTD,319072,20122.01,111162,30422.68,May-16
PRIVATE_SECTOR,RBL BANK LTD,342608,31410.16,118392,36297.38,Jun-16
PRIVATE_SECTOR,RBL BANK LTD,328379,21061.13,123382,28689.67,Jul-16
PRIVATE_SECTOR,RBL BANK LTD,431077,22751.87,137967,36831.80,Aug-16
PRIVATE_SECTOR,RBL BANK LTD,486334,27708.35,142673,43024.00,Sep-16
PRIVATE_SECTOR,RBL BANK LTD,440377,33497.41,159744,41104.12,Oct-16
PRIVATE_SECTOR,RBL BANK LTD,334962,25276.77,161072,36630.16,Nov-16
PRIVATE_SECTOR,RBL BANK LTD,405338,34352.15,209550,40341.91,Dec-16
PRIVATE_SECTOR,RBL BANK LTD,453346,31875.00,220385,36530.12,Jan-17
PRIVATE_SECTOR,RBL BANK LTD,455125,27714.08,206818,41262.69,Feb-17
PRIVATE_SECTOR,RBL BANK LTD,804189,44473.48,248238,52091.97,Mar-17
PRIVATE_SECTOR,RBL BANK LTD,903630,35399.71,215470,37033.70,Apr-17
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,694,42.67,32,3.66,May-16
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,991,56.86,67,68.22,Jun-16
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,1023,59.00,155,35.96,Jul-16
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,1104,67.38,150,23.34,Aug-16
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,993,74.56,167,20.51,Sep-16
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,1122,74.00,253,20.22,Oct-16
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,2473,100.25,482,24.86,Nov-16
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,3858,153.23,1694,95.01,Dec-16
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,3433,152.03,1836,114.14,Jan-17
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,2576,131.13,1553,98.94,Feb-17
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,2985,137.93,2067,192.28,Mar-17
COOPERATIVE,SAMARTH SAHAKARI BANK LTD SOLAPUR,2425,114.71,1830,96.20,Apr-17
COOPERATIVE,SARASWAT CO-OP BANK LTD.,119085,10506.53,240340,17237.26,May-16
COOPERATIVE,SARASWAT CO-OP BANK LTD.,129937,10957.55,254132,18840.58,Jun-16
COOPERATIVE,SARASWAT CO-OP BANK LTD.,126536,12196.40,259359,20942.04,Jul-16
COOPERATIVE,SARASWAT CO-OP BANK LTD.,141637,12450.18,272999,22952.27,Aug-16
COOPERATIVE,SARASWAT CO-OP BANK LTD.,131546,12659.86,272079,23164.44,Sep-16
COOPERATIVE,SARASWAT CO-OP BANK LTD.,157149,12589.01,327680,21680.70,Oct-16
COOPERATIVE,SARASWAT CO-OP BANK LTD.,157327,13000.84,297318,22523.50,Nov-16
COOPERATIVE,SARASWAT CO-OP BANK LTD.,216431,13457.83,388672,25760.15,Dec-16
COOPERATIVE,SARASWAT CO-OP BANK LTD.,214749,14033.10,391438,25058.99,Jan-17
COOPERATIVE,SARASWAT CO-OP BANK LTD.,188120,13619.81,365667,24385.47,Feb-17
COOPERATIVE,SARASWAT CO-OP BANK LTD.,224113,20885.71,456068,37659.96,Mar-17
COOPERATIVE,SARASWAT CO-OP BANK LTD.,193166,15122.98,382148,28045.59,Apr-17
FOREIGN,SBER BANK,74,364.14,13,33.04,May-16
FOREIGN,SBER BANK,112,273.78,25,78.35,Jun-16
FOREIGN,SBER BANK,92,29.00,29,13.31,Jul-16
FOREIGN,SBER BANK,87,83.30,39,32.81,Aug-16
FOREIGN,SBER BANK,91,84.19,8,4.10,Sep-16
FOREIGN,SBER BANK,95,85.73,24,141.43,Oct-16
FOREIGN,SBER BANK,82,188.52,25,12.62,Nov-16
FOREIGN,SBER BANK,119,129.61,37,65.29,Dec-16
FOREIGN,SBER BANK,81,30.42,31,11.12,Jan-17
FOREIGN,SBER BANK,105,90.14,35,61.72,Feb-17
FOREIGN,SBER BANK,122,45.71,26,21.85,Mar-17
FOREIGN,SBER BANK,97,34.55,19,18.57,Apr-17
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,3571,202.03,6621,708.44,May-16
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,3563,204.26,6463,311.85,Jun-16
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,3559,200.04,6851,570.68,Jul-16
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,3731,211.06,7600,937.02,Aug-16
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,3709,215.88,7173,937.23,Sep-16
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,4140,236.83,8659,769.36,Oct-16
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,5061,244.02,10978,448.43,Nov-16
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,6948,316.78,21772,1240.24,Dec-16
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,6635,320.12,22076,711.60,Jan-17
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,5468,267.25,17882,594.77,Feb-17
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,6139,314.00,20514,1206.05,Mar-17
COOPERATIVE,SEVA VIKAS COOPERATIVE BANK LTD,5076,253.88,18633,895.98,Apr-17
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,71700,5671.64,123780,8772.48,May-16
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,76649,5961.87,129142,9214.95,Jun-16
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,77849,5934.19,131927,9251.35,Jul-16
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,81152,6628.94,139325,10061.82,Aug-16
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,79107,6523.92,135337,9416.24,Sep-16
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,92388,7432.48,164675,10571.85,Oct-16
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,107261,7149.22,158653,10008.96,Nov-16
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,167608,9944.48,230234,12570.48,Dec-16
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,167790,9678.73,235970,13565.99,Jan-17
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,135624,8716.87,210960,12483.87,Feb-17
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,158496,12209.43,250375,16255.87,Mar-17
COOPERATIVE,SHAMRAO VITHAL CO-OP BANK LTD,136139,9905.60,219825,12929.43,Apr-17
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,1998,1394.67,2445,224.89,May-16
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,2123,1306.68,2532,240.40,Jun-16
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,2341,3869.18,2687,341.52,Jul-16
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,2096,2615.77,2702,223.00,Aug-16
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,2097,2489.79,2722,262.50,Sep-16
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,2266,1091.97,3296,238.71,Oct-16
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,2450,2197.86,3267,217.16,Nov-16
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,3352,1474.86,4399,254.28,Dec-16
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,3679,799.53,4845,287.19,Jan-17
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,3575,513.98,4596,243.83,Feb-17
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,4211,744.53,5547,411.35,Mar-17
COOPERATIVE,SHIKSHAK SAHAKARI BANK LTD,3958,412.29,4663,325.50,Apr-17
FOREIGN,SHINHAN BANK,10287,2404.91,5362,2874.92,May-16
FOREIGN,SHINHAN BANK,11768,3097.46,5604,3577.96,Jun-16
FOREIGN,SHINHAN BANK,12890,2661.41,4905,3468.46,Jul-16
FOREIGN,SHINHAN BANK,12474,2825.45,5651,3761.73,Aug-16
FOREIGN,SHINHAN BANK,12008,3582.67,5785,4214.78,Sep-16
FOREIGN,SHINHAN BANK,15284,3305.47,5724,4098.42,Oct-16
FOREIGN,SHINHAN BANK,12032,4493.58,7046,4108.47,Nov-16
FOREIGN,SHINHAN BANK,14441,5191.15,7692,6521.24,Dec-16
FOREIGN,SHINHAN BANK,15735,4821.48,7470,6935.32,Jan-17
FOREIGN,SHINHAN BANK,13743,4955.9,6967,6659.93,Feb-17
FOREIGN,SHINHAN BANK,18140,5969.48,8502,7003.66,Mar-17
FOREIGN,SHINHAN BANK,13682,4805.99,7966,8059.98,Apr-17
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,2596,208.86,327,19.25,May-16
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,2582,177.05,463,21.31,Jun-16
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,2611,188.70,891,36.61,Jul-16
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,3175,246.63,1013,46.42,Aug-16
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,3092,219.33,1348,66.46,Sep-16
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,2985,245.08,1535,142.89,Oct-16
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,4189,318.38,1982,107.63,Nov-16
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,6781,378.67,4129,134.66,Dec-16
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,6618,406.55,4793,227.23,Jan-17
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,5355,354.2,3599,163.35,Feb-17
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,5851,467.20,4068,238.72,Mar-17
COOPERATIVE,SHIVALIK MERCANTILE CO-OP BANK,4467,322.51,3338,188.77,Apr-17
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,3294,196.25,1325,144.53,May-16
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,3367,199.60,1366,189.63,Jun-16
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,3463,198.58,1321,192.71,Jul-16
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,3542,197.70,1412,207.53,Aug-16
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,3458,194.65,1279,206.45,Sep-16
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,3847,208.60,1755,227.38,Oct-16
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,5643,289.00,2331,277.56,Nov-16
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,10793,497.30,7970,628.26,Dec-16
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,13764,644.21,9364,593.00,Jan-17
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,9965,534.81,6456,488.36,Feb-17
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,10146,571.35,7064,567.35,Mar-17
COOPERATIVE,SHRI CHHATRAPATI SHAHU URBAN COOP B,8991,493.78,6652,489.91,Apr-17
FOREIGN,SOCIETE GENERALE,2755,2663.56,358,1553.07,May-16
FOREIGN,SOCIETE GENERALE,2741,3394.98,409,5210.89,Jun-16
FOREIGN,SOCIETE GENERALE,5287,3115.11,336,1972.81,Jul-16
FOREIGN,SOCIETE GENERALE,4874,2853.29,625,1960.63,Aug-16
FOREIGN,SOCIETE GENERALE,5317,3777.81,473,860.14,Sep-16
FOREIGN,SOCIETE GENERALE,5434,4583.75,450,1540.09,Oct-16
FOREIGN,SOCIETE GENERALE,4989,8381.24,380,2170.59,Nov-16
FOREIGN,SOCIETE GENERALE,5431,4348.33,530,2094.89,Dec-16
FOREIGN,SOCIETE GENERALE,6894,4364.94,478,1571.74,Jan-17
FOREIGN,SOCIETE GENERALE,5838,1896.66,393,2473.51,Feb-17
FOREIGN,SOCIETE GENERALE,7209,6778.16,561,4874.48,Mar-17
FOREIGN,SOCIETE GENERALE,5692,3672.18,911,5174.90,Apr-17
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,2861,1113.29,3328,209.03,May-16
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,3169,1023.82,8455,235.22,Jun-16
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,4058,597.85,6414,282.99,Jul-16
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,3756,683.69,8957,378.91,Aug-16
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,3932,444.92,8989,293.30,Sep-16
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,4602,581.57,15672,372.68,Oct-16
COOPERATIVE,SOLAPUR JANATA SAHAKARI BANK LTD,5922,807.11,4903,351.57,Nov-16
