TYPE,BANK,DEBITS_TRANSACTIONS,DEBIT_AMOUNT,CREDIT_TRANSACTIONS,CREDIT_AMOUNT,DATE
PRIVATE_SECTOR,HDFC BANK,15653828,1272958.58,9667658,1329200.41,Sep-16
PRIVATE_SECTOR,HDFC BANK,17221951,1308244.73,10393418,1251954.40,Oct-16
PRIVATE_SECTOR,HDFC BANK,17020534,1139961.56,10381126,1189295.76,Nov-16
PRIVATE_SECTOR,HDFC BANK,21723722,1453170.90,12989736,1511668.11,Dec-16
PRIVATE_SECTOR,HDFC BANK,21539352,1473372.15,12322966,1603077.51,Jan-17
PRIVATE_SECTOR,HDFC BANK,20359271,1495164.87,11360784,1578597.61,Feb-17
PRIVATE_SECTOR,HDFC BANK,25272277,2425620.00,13585652,2398490.00,Mar-17
PRIVATE_SECTOR,HDFC BANK,21460489,1793648.46,11026264,1493302.14,Apr-17
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,13249,374.98,789,47.31,Jul-16
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,21128,670.12,5259,403.53,Aug-16
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,22242,642.80,13788,741.46,Sep-16
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,27760,959.45,14792,761.20,Oct-16
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,38509,961.96,19018,817.22,Nov-16
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,53505,4217.70,28630,1088.41,Dec-16
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,41993,1606.56,26007,1308.74,Jan-17
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,47872,1171.26,27928,1087.38,Feb-17
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,55983,2934.43,53602,3153.51,Mar-17
COOPERATIVE,HIMACHAL PRADESH STATE COOPERATIVE,42089,1115.36,27203,1311.18,Apr-17
PRIVATE_SECTOR,HSBC BANK,1598155,219715.46,392094,149771.44,May-16
PRIVATE_SECTOR,HSBC BANK,1624017,230966.31,403578,170770.20,Jun-16
PRIVATE_SECTOR,HSBC BANK,1643983,224515.90,403102,143217.71,Jul-16
PRIVATE_SECTOR,HSBC BANK,1570340,233007.47,429770,168377.38,Aug-16
PRIVATE_SECTOR,HSBC BANK,1565476,276356.89,412915,160968.49,Sep-16
PRIVATE_SECTOR,HSBC BANK,1728591,249465.59,418467,169299.53,Oct-16
PRIVATE_SECTOR,HSBC BANK,1487300,222730.82,420536,163060.52,Nov-16
PRIVATE_SECTOR,HSBC BANK,1654938,262711.68,473475,192930.62,Dec-16
PRIVATE_SECTOR,HSBC BANK,1564071,241567.59,455758,180954.06,Jan-17
PRIVATE_SECTOR,HSBC BANK,1574986,255625.48,443547,186097.78,Feb-17
PRIVATE_SECTOR,HSBC BANK,1838695,341574.00,553128,234361.00,Mar-17
PRIVATE_SECTOR,HSBC BANK,1542493,297502.23,448728,176890.85,Apr-17
PRIVATE_SECTOR,ICICI BANK LTD,9228762,595099.32,7475192,608936.03,May-16
PRIVATE_SECTOR,ICICI BANK LTD,9108050,663622.18,7696745,668707.64,Jun-16
PRIVATE_SECTOR,ICICI BANK LTD,9283014,618394.48,7606749,642472.79,Jul-16
PRIVATE_SECTOR,ICICI BANK LTD,9514648,638434.16,7879452,667573.49,Aug-16
PRIVATE_SECTOR,ICICI BANK LTD,9543850,728049.60,7728112,793184.66,Sep-16
PRIVATE_SECTOR,ICICI BANK LTD,10574897,633485.45,8540740,686018.53,Oct-16
PRIVATE_SECTOR,ICICI BANK LTD,10903606,608164.49,8447951,699410.25,Nov-16
PRIVATE_SECTOR,ICICI BANK LTD,14242461,815740.75,10664131,840928.66,Dec-16
PRIVATE_SECTOR,ICICI BANK LTD,13257989,738181.23,10019741,813804.28,Jan-17
PRIVATE_SECTOR,ICICI BANK LTD,12415143,658805.85,9205324,796589.03,Feb-17
PRIVATE_SECTOR,ICICI BANK LTD,15761917,1017840.00,10813343,1278890.00,Mar-17
PRIVATE_SECTOR,ICICI BANK LTD,12661536,745454.84,9091640,882378.65,Apr-17
PRIVATE_SECTOR,IDBI BANK,3865714,164509.16,2192523,226937.38,May-16
PRIVATE_SECTOR,IDBI BANK,3674332,178414.81,2341634,274466.75,Jun-16
PRIVATE_SECTOR,IDBI BANK,3743399,176828.26,2297133,254223.45,Jul-16
PRIVATE_SECTOR,IDBI BANK,3366793,195094.90,2332563,275508.05,Aug-16
PRIVATE_SECTOR,IDBI BANK,3605583,210401.65,2336597,340645.97,Sep-16
PRIVATE_SECTOR,IDBI BANK,4033552,205926.76,2693912,290414.37,Oct-16
PRIVATE_SECTOR,IDBI BANK,3225824,191245.24,2376129,272334.54,Nov-16
PRIVATE_SECTOR,IDBI BANK,4570252,250059.25,3322586,365587.49,Dec-16
PRIVATE_SECTOR,IDBI BANK,4809627,258267.04,3200539,330972.76,Jan-17
PRIVATE_SECTOR,IDBI BANK,4286230,255821.89,2911058,309160.43,Feb-17
PRIVATE_SECTOR,IDBI BANK,4918889,353449.00,3592118,461075.00,Mar-17
PRIVATE_SECTOR,IDBI BANK,4612815,264603.40,2844026,332760.63,Apr-17
PRIVATE_SECTOR,IDFC BANK LIMITED,11231,5862.53,2692,8389.53,May-16
PRIVATE_SECTOR,IDFC BANK LIMITED,15350,25007.87,4214,10532.12,Jun-16
PRIVATE_SECTOR,IDFC BANK LIMITED,24605,6043.65,6209,8048.63,Jul-16
PRIVATE_SECTOR,IDFC BANK LIMITED,16769,41079.19,8484,10452.73,Aug-16
PRIVATE_SECTOR,IDFC BANK LIMITED,22593,32978.66,11066,19027.09,Sep-16
PRIVATE_SECTOR,IDFC BANK LIMITED,25621,26722.32,14762,16168.37,Oct-16
PRIVATE_SECTOR,IDFC BANK LIMITED,23329,18090.11,22247,24938.78,Nov-16
PRIVATE_SECTOR,IDFC BANK LIMITED,132579,52884.30,43714,33104.38,Dec-16
PRIVATE_SECTOR,IDFC BANK LIMITED,97003,36871.65,50047,23914.36,Jan-17
PRIVATE_SECTOR,IDFC BANK LIMITED,78272,36140.36,51002,13314.15,Feb-17
PRIVATE_SECTOR,IDFC BANK LIMITED,162384,75204.73,76563,35039.21,Mar-17
PRIVATE_SECTOR,IDFC BANK LIMITED,81553,30725.00,68136,32559.43,Apr-17
COOPERATIVE,IDUKKI DISTRICT COOPERATIVE BANK LT,0,0.00,0,0.00,Dec-16
COOPERATIVE,IDUKKI DISTRICT COOPERATIVE BANK LT,3717,393.49,633,110.92,Jan-17
COOPERATIVE,IDUKKI DISTRICT COOPERATIVE BANK LT,5674,474.4,1888,305.12,Feb-17
COOPERATIVE,IDUKKI DISTRICT COOPERATIVE BANK LT,4939,382.56,2579,414.71,Mar-17
COOPERATIVE,IDUKKI DISTRICT COOPERATIVE BANK LT,3893,395.08,1498,226.97,Apr-17
PUBLIC_SECTOR,INDIAN BANK,777741,49403.57,2303487,81390.80,May-16
PUBLIC_SECTOR,INDIAN BANK,759652,61137.45,2296693,100046.47,Jun-16
PUBLIC_SECTOR,INDIAN BANK,732570,69030.46,2232194,104434.94,Jul-16
PUBLIC_SECTOR,INDIAN BANK,799868,65485.51,2356240,87837.09,Aug-16
PUBLIC_SECTOR,INDIAN BANK,819404,71413.59,2472881,102719.12,Sep-16
PUBLIC_SECTOR,INDIAN BANK,804784,71093.90,2617274,93766.50,Oct-16
PUBLIC_SECTOR,INDIAN BANK,878212,68912.33,2614358,86083.47,Nov-16
PUBLIC_SECTOR,INDIAN BANK,1510698,83222.61,3620813,122269.64,Dec-16
PUBLIC_SECTOR,INDIAN BANK,1507789,83154.74,3638272,134723.13,Jan-17
PUBLIC_SECTOR,INDIAN BANK,1329238,80787.66,3259421,109079.67,Feb-17
PUBLIC_SECTOR,INDIAN BANK,1330575,97602.81,3788873,166614.00,Mar-17
PUBLIC_SECTOR,INDIAN BANK,1037836,80540.68,2936021,113254.84,Apr-17
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1036307,75132.58,2035094,103557.33,May-16
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1055099,89890.71,2055311,111127.30,Jun-16
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1036320,86573.50,1964179,103291.51,Jul-16
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1065068,89636.49,2082318,104272.02,Aug-16
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1037279,84063.02,2073548,130600.42,Sep-16
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1044846,79174.87,2362732,103262.17,Oct-16
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1129071,82604.99,2248162,99738.25,Nov-16
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1750290,114244.74,3091453,127527.82,Dec-16
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1840827,111477.04,3137543,128278.63,Jan-17
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1548177,98883.11,2812826,118104.2,Feb-17
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1740856,154978.00,3413017,188608.00,Mar-17
PUBLIC_SECTOR,INDIAN OVERSEAS BANK,1319488,96976.00,2619451,128630.87,Apr-17
PRIVATE_SECTOR,INDUSIND BANK,1220864,104907.35,498671,71702.77,May-16
PRIVATE_SECTOR,INDUSIND BANK,1213535,118477.52,521905,71170.77,Jun-16
PRIVATE_SECTOR,INDUSIND BANK,1237749,99152.94,537023,90433.70,Jul-16
PRIVATE_SECTOR,INDUSIND BANK,1439576,127566.94,568137,103176.36,Aug-16
PRIVATE_SECTOR,INDUSIND BANK,1478357,121449.34,613928,102814.75,Sep-16
PRIVATE_SECTOR,INDUSIND BANK,1613905,142668.82,716587,122979.48,Oct-16
PRIVATE_SECTOR,INDUSIND BANK,1590185,116900.56,679557,94685.99,Nov-16
PRIVATE_SECTOR,INDUSIND BANK,2009743,150780.09,890552,128884.63,Dec-16
PRIVATE_SECTOR,INDUSIND BANK,2099495,173733.14,878536,113685.15,Jan-17
PRIVATE_SECTOR,INDUSIND BANK,2008497,166685.23,822171,124331.57,Feb-17
PRIVATE_SECTOR,INDUSIND BANK,2855416,247008.00,1001945,234020.00,Mar-17
PRIVATE_SECTOR,INDUSIND BANK,1945226,199447.59,803384,156775.00,Apr-17
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,171,21.68,76,214.65,May-16
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,155,2054.34,84,262.99,Jun-16
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,159,41.26,85,325.64,Jul-16
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,168,93.66,86,1616.18,Aug-16
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,191,83.13,85,268.31,Sep-16
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,239,196.03,74,253.51,Oct-16
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,175,313.40,67,348.90,Nov-16
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,252,1574.19,74,539.14,Dec-16
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,196,74.71,95,991.55,Jan-17
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,200,136.42,67,222.7,Feb-17
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,277,210.56,94,570.89,Mar-17
FOREIGN,INDUSTRIAL AND COM BANK OF CHINA LT,202,273.52,105,320.29,Apr-17
FOREIGN,INDUSTRIAL BANK OF KOREA,142,10.81,16,44.74,May-16
FOREIGN,INDUSTRIAL BANK OF KOREA,205,12.68,37,183.04,Jun-16
FOREIGN,INDUSTRIAL BANK OF KOREA,195,14.11,29,250.37,Jul-16
FOREIGN,INDUSTRIAL BANK OF KOREA,304,86.46,28,274.08,Aug-16
FOREIGN,INDUSTRIAL BANK OF KOREA,470,57.25,39,148.10,Sep-16
FOREIGN,INDUSTRIAL BANK OF KOREA,659,391.90,39,173.01,Oct-16
FOREIGN,INDUSTRIAL BANK OF KOREA,572,153.34,84,266.03,Nov-16
FOREIGN,INDUSTRIAL BANK OF KOREA,680,99.60,130,467.25,Dec-16
FOREIGN,INDUSTRIAL BANK OF KOREA,667,80.23,100,407.83,Jan-17
FOREIGN,INDUSTRIAL BANK OF KOREA,469,95.99,100,328.33,Feb-17
FOREIGN,INDUSTRIAL BANK OF KOREA,687,97.12,93,461.96,Mar-17
FOREIGN,INDUSTRIAL BANK OF KOREA,607,212.79,71,219.51,Apr-17
PRIVATE_SECTOR,ING VYSYA BANK,277194,13095.34,457507,42315.14,May-16
PRIVATE_SECTOR,ING VYSYA BANK,2541,157.44,326164,30107.52,Jun-16
PRIVATE_SECTOR,ING VYSYA BANK,2088,151.78,304886,28927.31,Jul-16
PRIVATE_SECTOR,ING VYSYA BANK,2177,17138.19,289199,26566.56,Aug-16
PRIVATE_SECTOR,ING VYSYA BANK,1422,86.61,213050,17342.78,Sep-16
PRIVATE_SECTOR,ING VYSYA BANK,1242,134.97,107404,8258.11,Oct-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,5073,300.23,6516,500.91,May-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,5396,328.70,6362,503.77,Jun-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,5131,293.40,6420,375.85,Jul-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,5063,286.73,6616,415.65,Aug-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,4892,276.52,6361,374.93,Sep-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,5477,298.90,7604,525.50,Oct-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,6455,347.29,7113,444.74,Nov-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,9965,481.34,12217,836.93,Dec-16
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,10957,538.30,13802,936.31,Jan-17
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,8136,416.91,12295,811.6,Feb-17
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,10214,545.77,15263,1175.56,Mar-17
COOPERATIVE,JALGAON JANATA SAHKARI BANK LTD,8089,399.57,10887,764.94,Apr-17
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,3654,248.94,4957,350.56,May-16
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,4050,283.98,5000,316.40,Jun-16
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,4121,440.52,5745,477.54,Jul-16
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,3789,631.97,5507,320.55,Aug-16
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,3547,205.26,5120,302.82,Sep-16
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,4381,374.80,6610,394.95,Oct-16
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,5049,388.18,5945,468.67,Nov-16
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,7235,468.73,11311,570.36,Dec-16
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,7933,956.42,13685,637.14,Jan-17
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,6453,765.18,11956,480.46,Feb-17
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,8340,1527.81,13951,934.38,Mar-17
COOPERATIVE,JALGAON PEOPLES COOP BANK LTD,7063,1400.59,12266,513.73,Apr-17
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,158844,11512.59,224572,16605.01,May-16
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,153176,17367.69,210473,23761.19,Jun-16
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,113477,9016.84,178654,18838.05,Jul-16
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,118267,11159.95,173964,17368.46,Aug-16
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,132107,13130.02,189989,21974.22,Sep-16
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,145962,16451.15,215034,23733.03,Oct-16
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,164790,13809.82,220832,18204.42,Nov-16
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,225101,23169.56,300578,24819.80,Dec-16
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,215896,19113.65,273322,23319.79,Jan-17
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,206222,17849.18,252657,22478.24,Feb-17
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,280451,22425.93,355631,34435.33,Mar-17
PRIVATE_SECTOR,JAMMU AND KASHMIR BANK LTD,209353,23774.98,272213,31242.51,Apr-17
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,5547,494.11,18245,1175.64,May-16
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,5669,449.46,19037,1409.91,Jun-16
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,5818,477.40,19851,880.36,Jul-16
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,5927,621.50,20653,1042.48,Aug-16
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,5783,629.90,20500,1083.19,Sep-16
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,6880,779.27,23407,1240.94,Oct-16
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,7217,690.01,22411,1053.11,Nov-16
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,9532,905.41,29328,1333.91,Dec-16
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,9446,690.49,29641,1092.69,Jan-17
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,8630,761.76,27641,1265.33,Feb-17
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,10610,913.12,34050,1854.06,Mar-17
COOPERATIVE,JANAKALYAN SAHAKARI BANK LTD,9089,1686.54,27753,1525.74,Apr-17
COOPERATIVE,JANATA SAHAKARI BANK LTD,17561,1670.18,34214,2287.40,May-16
COOPERATIVE,JANATA SAHAKARI BANK LTD,18942,1647.16,37387,2401.99,Jun-16
COOPERATIVE,JANATA SAHAKARI BANK LTD,19386,1835.27,37077,2417.58,Jul-16
COOPERATIVE,JANATA SAHAKARI BANK LTD,20028,2024.01,39540,2816.90,Aug-16
COOPERATIVE,JANATA SAHAKARI BANK LTD,19424,1861.19,38546,2702.84,Sep-16
COOPERATIVE,JANATA SAHAKARI BANK LTD,23842,2370.19,49874,3661.27,Oct-16
COOPERATIVE,JANATA SAHAKARI BANK LTD,27623,2131.13,42732,2727.31,Nov-16
COOPERATIVE,JANATA SAHAKARI BANK LTD,43961,2803.38,64816,3639.97,Dec-16
COOPERATIVE,JANATA SAHAKARI BANK LTD,47679,3107.81,65470,4130.51,Jan-17
COOPERATIVE,JANATA SAHAKARI BANK LTD,38689,2782.26,58392,3340.41,Feb-17
COOPERATIVE,JANATA SAHAKARI BANK LTD,47388,3947.93,73732,4799.94,Mar-17
COOPERATIVE,JANATA SAHAKARI BANK LTD,39300,2983.28,64371,3802.15,Apr-17
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,1494,420.86,3031,220.67,May-16
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,1569,337.14,3252,233.16,Jun-16
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,1460,397.19,3338,227.65,Jul-16
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,1603,370.87,3750,308.32,Aug-16
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,1643,335.93,3740,219.15,Sep-16
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,1748,395.35,4582,274.13,Oct-16
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,2682,361.83,4293,358.43,Nov-16
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,3593,352.19,6012,234.89,Dec-16
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,2945,178.83,6420,235.29,Jan-17
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,2777,143.52,6113,225.52,Feb-17
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,2964,197.12,7170,305.41,Mar-17
COOPERATIVE,JANSEVA SAHAKARI BANK BORIVILI LTD,2757,164.73,6381,261.45,Apr-17
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,3507,175.27,10814,513.42,May-16
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,3829,189.77,11323,534.64,Jun-16
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,4991,204.53,11781,517.26,Jul-16
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,4335,194.23,11700,493.18,Aug-16
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,4400,207.84,11838,535.68,Sep-16
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,5723,320.03,14921,676.34,Oct-16
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,7232,349.54,14624,518.95,Nov-16
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,12892,462.41,23764,896.45,Dec-16
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,11267,447.23,25057,980.02,Jan-17
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,7334,332.64,21865,715.37,Feb-17
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,8351,426.91,25567,921.68,Mar-17
COOPERATIVE,JANSEVA SAHAKARI BANK PUNE,7085,304.64,22919,807.63,Apr-17
FOREIGN,JP MORGAN BANK,295941,29210.76,6312,38483.26,May-16
FOREIGN,JP MORGAN BANK,307606,33863.94,6982,33503.45,Jun-16
FOREIGN,JP MORGAN BANK,298323,30273.66,6948,28258.70,Jul-16
FOREIGN,JP MORGAN BANK,321726,30465.54,7501,23739.91,Aug-16
FOREIGN,JP MORGAN BANK,323112,33819.82,7761,31103.64,Sep-16
FOREIGN,JP MORGAN BANK,332122,41212.64,7499,27106.62,Oct-16
FOREIGN,JP MORGAN BANK,321438,32456.81,8016,28851.94,Nov-16
FOREIGN,JP MORGAN BANK,336435,40613.06,8647,34905.34,Dec-16
FOREIGN,JP MORGAN BANK,327826,32926.72,7434,29920.22,Jan-17
FOREIGN,JP MORGAN BANK,329442,29984.99,6930,25662.81,Feb-17
FOREIGN,JP MORGAN BANK,569312,54766.25,8972,38449.81,Mar-17
FOREIGN,JP MORGAN BANK,427642,30134.10,7560,23453.65,Apr-17
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,4773,312.67,6491,627.17,May-16
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,5341,331.61,6615,551.37,Jun-16
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,5635,359.62,6378,509.00,Jul-16
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,5709,362.13,7173,631.03,Aug-16
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,5675,369.31,7033,506.96,Sep-16
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,6261,394.46,8049,579.43,Oct-16
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,6736,397.52,7620,460.40,Nov-16
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,10836,573.38,13567,841.48,Dec-16
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,10966,586.69,15232,1094.96,Jan-17
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,9719,536.88,12512,823.83,Feb-17
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,11656,828.45,16662,1141.45,Mar-17
COOPERATIVE,KALLAPPANNA AWADE IJSB LTD,9218,517.25,12043,853.36,Apr-17
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,9700,1200.53,32890,2159.34,May-16
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,10215,1191.58,31375,2120.19,Jun-16
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,10154,1536.73,35497,2213.94,Jul-16
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,9880,1278.18,35206,2774.51,Aug-16
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,10955,1622.12,36978,2379.51,Sep-16
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,12739,1329.39,43468,3026.22,Oct-16
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,10738,1745.90,37092,2349.92,Nov-16
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,16289,2102.54,44921,3229.25,Dec-16
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,17794,1887.50,47505,3163.88,Jan-17
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,15976,1794.17,47245,3159.14,Feb-17
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,20883,2661.28,65390,4839.72,Mar-17
COOPERATIVE,KALUPUR COMM COOPERATIVE BANK,16956,1826.38,46772,3535.72,Apr-17
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,5166,549.16,15005,818.76,May-16
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,5995,685.21,16007,648.06,Jun-16
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,5898,546.72,17195,649.51,Jul-16
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,5766,830.87,18886,741.72,Aug-16
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,6427,1075.54,18300,712.48,Sep-16
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,6519,853.47,25710,1144.90,Oct-16
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,8002,712.81,21493,1022.20,Nov-16
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,12139,862.93,29264,1117.88,Dec-16
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,10607,932.18,29669,1308.78,Jan-17
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,9217,757.84,28060,1000.32,Feb-17
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,12146,1255.72,31157,1237.96,Mar-17
COOPERATIVE,KALYAN JANATA SAHAKARI BANK,8717,925.19,30728,1300.72,Apr-17
COOPERATIVE,KAPOLE BANK,1144,74.50,4710,256.38,May-16
COOPERATIVE,KAPOLE BANK,1158,80.14,6512,325.90,Jun-16
COOPERATIVE,KAPOLE BANK,1130,82.56,4857,270.53,Jul-16
COOPERATIVE,KAPOLE BANK,1232,74.86,6689,273.52,Aug-16
COOPERATIVE,KAPOLE BANK,1199,85.97,5108,263.34,Sep-16
COOPERATIVE,KAPOLE BANK,1333,83.41,5763,266.31,Oct-16
COOPERATIVE,KAPOLE BANK,1323,107.58,6141,212.54,Nov-16
COOPERATIVE,KAPOLE BANK,1515,111.45,6050,229.69,Dec-16
COOPERATIVE,KAPOLE BANK,1414,104.09,6548,249.88,Jan-17
COOPERATIVE,KAPOLE BANK,1283,75.51,6665,305.57,Feb-17
COOPERATIVE,KAPOLE BANK,1639,173.98,9093,484.50,Mar-17
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,6594,576.19,11028,1215.39,May-16
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,6879,586.90,11797,920.41,Jun-16
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,6633,554.00,11682,822.92,Jul-16
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,6771,545.95,12132,776.93,Aug-16
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,7211,649.93,12356,919.26,Sep-16
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,8323,723.63,15069,951.22,Oct-16
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,9558,902.48,13692,818.97,Nov-16
